name,a,b,elements,crystal_system,point_group,formula,plane,num_elements
KFe2S3 (110),5.2606424,14.09967297780742,"Fe, K, S",Orthorhombic,mmm,KFe2S3,(110),3
KFeBr4 (001),7.718592860000804,10.309021800000135,"Br, Fe, K",Orthorhombic,mmm,KFeBr4,(001),3
KFeBr4 (010),7.718592860000804,10.361859540001005,"Br, Fe, K",Orthorhombic,mmm,KFeBr4,(010),3
KFeBr4 (100),10.309021800000135,10.361859540001005,"Br, Fe, K",Orthorhombic,mmm,KFeBr4,(100),3
KFeBr4 (011),7.718592860000804,14.61656811976012,"Br, Fe, K",Orthorhombic,mmm,KFeBr4,(011),3
KFeBr4 (101),10.309021800000135,12.920712397742054,"Br, Fe, K",Orthorhombic,mmm,KFeBr4,(101),3
KFeBr4 (110),10.361859540001005,12.878377468118156,"Br, Fe, K",Orthorhombic,mmm,KFeBr4,(110),3
KFeCl4 (001),7.353607197474137,10.370926523980636,"Cl, Fe, K",Monoclinic,2,KFeCl4,(001),3
KFeCl4 (100),9.26629111471401,10.370926523980636,"Cl, Fe, K",Monoclinic,2,KFeCl4,(100),3
KFeF4 (001),7.57199362,7.76463019,"F, Fe, K",Orthorhombic,mmm,KFeF4,(001),3
KFeF4 (010),7.57199362,12.15214817,"F, Fe, K",Orthorhombic,mmm,KFeF4,(010),3
KFeF4 (100),7.76463019,12.15214817,"F, Fe, K",Orthorhombic,mmm,KFeF4,(100),3
KFeF4 (011),7.57199362,14.4209634606393,"F, Fe, K",Orthorhombic,mmm,KFeF4,(011),3
KFeF4 (101),7.76463019,14.318163029067488,"F, Fe, K",Orthorhombic,mmm,KFeF4,(101),3
KFeF4 (110),10.845486128744074,12.15214817,"F, Fe, K",Orthorhombic,mmm,KFeF4,(110),3
KFeO2 (001),5.58438157,11.16743487,"Fe, K, O",Orthorhombic,mmm,KFeO2,(001),3
KGa3 (001),6.232858521662595,6.232858521662595,"Ga, K",Tetragonal,-42m,KGa3,(001),2
KGa3 (100),6.232858521662595,14.711207459736926,"Ga, K",Tetragonal,-42m,KGa3,(100),2
KGa3 (101),6.232858521662595,15.97711332733424,"Ga, K",Tetragonal,-42m,KGa3,(101),2
KGa3 (110),8.814593053687963,14.711207459736926,"Ga, K",Tetragonal,-42m,KGa3,(110),2
KGaCl4 (001),7.29367706804572,10.29552012,"Cl, Ga, K",Monoclinic,2/m,KGaCl4,(001),3
KGaCl4 (100),10.29552012,11.528135705317403,"Cl, Ga, K",Monoclinic,2/m,KGaCl4,(100),3
KGaF4 (001),7.490435340013698,7.661170700011128,"F, Ga, K",Orthorhombic,mmm,KGaF4,(001),3
KGaF4 (010),7.490435340013698,12.131401720027291,"F, Ga, K",Orthorhombic,mmm,KGaF4,(010),3
KGaF4 (100),7.661170700011128,12.131401720027291,"F, Ga, K",Orthorhombic,mmm,KGaF4,(100),3
KGaF4 (011),7.490435340013698,14.347977006790543,"F, Ga, K",Orthorhombic,mmm,KGaF4,(011),3
KGaF4 (101),7.661170700011128,14.257542890540686,"F, Ga, K",Orthorhombic,mmm,KGaF4,(101),3
KGaF4 (110),10.714483565605724,12.131401720027291,"F, Ga, K",Orthorhombic,mmm,KGaF4,(110),3
KGaH4 (001),5.50905774,7.22928235,"Ga, H, K",Orthorhombic,mmm,KGaH4,(001),3
KGaH4 (010),5.50905774,8.97474368,"Ga, H, K",Orthorhombic,mmm,KGaH4,(010),3
KGaH4 (100),7.22928235,8.97474368,"Ga, H, K",Orthorhombic,mmm,KGaH4,(100),3
KGaH4 (011),5.50905774,11.52425908324355,"Ga, H, K",Orthorhombic,mmm,KGaH4,(011),3
KGaH4 (101),7.22928235,10.530704691726658,"Ga, H, K",Orthorhombic,mmm,KGaH4,(101),3
KGaH4 (110),8.97474368,9.089127597227108,"Ga, H, K",Orthorhombic,mmm,KGaH4,(110),3
KGaI4 (001),8.03756246,8.320404120002754,"Ga, I, K",Monoclinic,2/m,KGaI4,(001),3
KGaO2 (001),5.52205541,11.07295361,"Ga, K, O",Orthorhombic,mmm,KGaO2,(001),3
KGaO2 (010),5.52205541,15.81147739,"Ga, K, O",Orthorhombic,mmm,KGaO2,(010),3
KGaO2 (100),11.07295361,15.81147739,"Ga, K, O",Orthorhombic,mmm,KGaO2,(100),3
KGaO2 (110),12.373495771216893,15.81147739,"Ga, K, O",Orthorhombic,mmm,KGaO2,(110),3
KGaS2 (001),10.45716493942932,10.45816728,"Ga, K, S",Monoclinic,2/m,KGaS2,(001),3
KGaS2 (100),10.45816728,14.844065805699874,"Ga, K, S",Monoclinic,2/m,KGaS2,(100),3
KGaSb4 (001),4.24279791,10.50251466,"Ga, K, Sb",Orthorhombic,mmm,KGaSb4,(001),3
KGaTe2 (001),11.875035074428604,11.88922756,"Ga, K, Te",Monoclinic,2/m,KGaTe2,(001),3
KGd2Cl7 (001),6.984460601883967,12.75745695,"Cl, Gd, K",Monoclinic,2/m,KGd2Cl7,(001),3
KGd2Cl7 (100),12.75745695,12.889305676187703,"Cl, Gd, K",Monoclinic,2/m,KGd2Cl7,(100),3
KGdF4 (001),3.64344346,6.13430024,"F, Gd, K",Orthorhombic,mmm,KGdF4,(001),3
KGdF4 (010),3.64344346,15.38148563,"F, Gd, K",Orthorhombic,mmm,KGdF4,(010),3
KGdF4 (100),6.13430024,15.38148563,"F, Gd, K",Orthorhombic,mmm,KGdF4,(100),3
KGdF4 (101),6.13430024,15.807111704296686,"F, Gd, K",Orthorhombic,mmm,KGdF4,(101),3
KGdF4 (110),7.134726321358152,15.38148563,"F, Gd, K",Orthorhombic,mmm,KGdF4,(110),3
KGdO2 (0001),3.5196635108819216,6.096236026393742,"Gd, K, O",Trigonal,-3m,KGdO2,(0001),3
KGdS2 (0001),4.090330012559927,7.084659401477637,"Gd, K, S",Trigonal,-3m,KGdS2,(0001),3
KGdTe2 (0001),4.526157112849189,7.839534082494056,"Gd, K, Te",Trigonal,-3m,KGdTe2,(0001),3
KGe (100),12.7243011,12.7243011,"Ge, K",Cubic,-43m,KGe,(100),2
KGe2N3 (001),5.962504919639715,10.01000200848855,"Ge, K, N",Orthorhombic,mm2,KGe2N3,(001),3
KGe2N3 (010),5.26743231,5.962504919639715,"Ge, K, N",Orthorhombic,mm2,KGe2N3,(010),3
KGe2N3 (100),5.26743231,10.01000200848855,"Ge, K, N",Orthorhombic,mm2,KGe2N3,(100),3
KGe2N3 (011),5.962504919639715,11.31132102587389,"Ge, K, N",Orthorhombic,mm2,KGe2N3,(011),3
KGe2N3 (101),7.955960536425488,10.01000200848855,"Ge, K, N",Orthorhombic,mm2,KGe2N3,(101),3
KGe2N3 (110),5.26743231,11.651249080106073,"Ge, K, N",Orthorhombic,mm2,KGe2N3,(110),3
KGeBr3 (001),5.981290952289009,7.42392971,"Br, Ge, K",Monoclinic,2/m,KGeBr3,(001),3
KGeBr3 (100),7.42392971,8.100306342697674,"Br, Ge, K",Monoclinic,2/m,KGeBr3,(100),3
KGeCl3 (0001),7.722716528532834,13.37613739987081,"Cl, Ge, K",Trigonal,3m,KGeCl3,(0001),3
KH (100),5.672497599020256,5.672497599020256,"H, K",Cubic,m-3m,KH,(100),2
KH (110),5.672497599020256,8.022123037063265,"H, K",Cubic,m-3m,KH,(110),2
KH (111),8.022123037063265,13.894724684762322,"H, K",Cubic,m-3m,KH,(111),2
KH2N (001),3.7393238,4.5475587255778605,"H, K, N",Monoclinic,2/m,KH2N,(001),3
KH2N (100),3.7393238,6.185545727238432,"H, K, N",Monoclinic,2/m,KH2N,(100),3
KH3F4 (0001),7.403219398864632,12.822752138413064,"F, H, K",Trigonal,-3m,KH3F4,(0001),3
KH3F4 (1-100),7.403219398864632,11.447804930850728,"F, H, K",Trigonal,-3m,KH3F4,(1-100),3
KH3F4 (11-20),11.447804930850728,12.822752138413064,"F, H, K",Trigonal,-3m,KH3F4,(11-20),3
KH3O2 (001),5.69184007,5.780994504478133,"H, K, O",Monoclinic,2/m,KH3O2,(001),3
KH3O2 (100),5.69184007,7.8753101395305825,"H, K, O",Monoclinic,2/m,KH3O2,(100),3
KH5O3 (001),9.940722343202507,10.027419467007997,"H, K, O",Orthorhombic,mm2,KH5O3,(001),3
KH5O3 (010),8.328367174205688,9.940722343202507,"H, K, O",Orthorhombic,mm2,KH5O3,(010),3
KH5O3 (100),8.328367174205688,10.027419467007997,"H, K, O",Orthorhombic,mm2,KH5O3,(100),3
KH5O3 (011),9.940722343202507,13.034985268718863,"H, K, O",Orthorhombic,mm2,KH5O3,(011),3
KH5O3 (101),10.027419467007997,12.968410098891551,"H, K, O",Orthorhombic,mm2,KH5O3,(101),3
KH5O3 (110),8.328367174205688,14.119741565339519,"H, K, O",Orthorhombic,mm2,KH5O3,(110),3
KH8N3 (001),6.870041,9.74583828,"H, K, N",Orthorhombic,222,KH8N3,(001),3
KH8N3 (010),6.57899674,6.870041,"H, K, N",Orthorhombic,222,KH8N3,(010),3
KH8N3 (100),6.57899674,9.74583828,"H, K, N",Orthorhombic,222,KH8N3,(100),3
KH8N3 (011),6.870041,11.758595234331521,"H, K, N",Orthorhombic,222,KH8N3,(011),3
KH8N3 (101),9.512132329115886,9.74583828,"H, K, N",Orthorhombic,222,KH8N3,(101),3
KH8N3 (110),6.57899674,11.923876346289168,"H, K, N",Orthorhombic,222,KH8N3,(110),3
KHF2 (001),5.598914701382865,5.598914701382865,"F, H, K",Tetragonal,4/mmm,KHF2,(001),3
KHF2 (100),5.598914701382865,6.705670804102332,"F, H, K",Tetragonal,4/mmm,KHF2,(100),3
KHF2 (101),5.598914701382865,8.735780833237039,"F, H, K",Tetragonal,4/mmm,KHF2,(101),3
KHF2 (110),6.705670804102332,7.918061105265756,"F, H, K",Tetragonal,4/mmm,KHF2,(110),3
KHO (001),3.91806938,10.36259366,"H, K, O",Orthorhombic,mm2,KHO,(001),3
KHO (010),3.91806938,3.97296462,"H, K, O",Orthorhombic,mm2,KHO,(010),3
KHO (100),3.97296462,10.36259366,"H, K, O",Orthorhombic,mm2,KHO,(100),3
KHO (011),3.91806938,11.09809872158488,"H, K, O",Orthorhombic,mm2,KHO,(011),3
KHO (101),5.579938667966283,10.36259366,"H, K, O",Orthorhombic,mm2,KHO,(101),3
KHO (110),3.97296462,11.078565567291001,"H, K, O",Orthorhombic,mm2,KHO,(110),3
KHS (001),4.365705258410099,4.9274772,"H, K, S",Monoclinic,2/m,KHS,(001),3
KHS (100),4.9274772,6.59116451157303,"H, K, S",Monoclinic,2/m,KHS,(100),3
KHg11 (100),10.15438128,10.15438128,"Hg, K",Cubic,m-3m,KHg11,(100),2
KHg11 (110),10.15438128,14.360463723683472,"Hg, K",Cubic,m-3m,KHg11,(110),2
KHg2 (001),5.250984260754299,7.936147124306573,"Hg, K",Orthorhombic,mmm,KHg2,(001),2
KHg2 (010),5.250984260754299,9.146493453430324,"Hg, K",Orthorhombic,mmm,KHg2,(010),2
KHg2 (100),7.936147124306573,9.146493453430324,"Hg, K",Orthorhombic,mmm,KHg2,(100),2
KHg2 (011),5.250984260754299,12.10953234738168,"Hg, K",Orthorhombic,mmm,KHg2,(011),2
KHg2 (101),7.936147124306573,10.546619278248984,"Hg, K",Orthorhombic,mmm,KHg2,(101),2
