a,b,dimensions,mcia,angle,substrate,R,G,B,color_column
6.625869754228497,3.123464956315875,(√3/2 b × √3/3 a),124.17403189467596,35.3º,ZnS (110),0.5176455764691059,1.0,0.0,"rgb(132.00, 255.00, 0.00)"
3.123464956315875,4.417246502818998,(√3/3 a × √3/3 b),124.17403189467596,35.3º,ZnS (110),0.5176455764691059,1.0,0.0,"rgb(132.00, 255.00, 0.00)"
4.417246502818998,3.123464956315875,(√3/3 b × √3/3 a),124.17403189467596,35.3º,ZnS (110),0.5176455764691059,1.0,0.0,"rgb(132.00, 255.00, 0.00)"
3.123464956315875,3.3129348771142486,(√3/3 a × √3/4 b),124.17403189467596,35.3º,ZnS (110),0.5176455764691059,1.0,0.0,"rgb(132.00, 255.00, 0.00)"
3.3129348771142486,3.123464956315875,(√3/4 b × √3/3 a),124.17403189467596,35.3º,ZnS (110),0.5176455764691059,1.0,0.0,"rgb(132.00, 255.00, 0.00)"
5.67,5.67,(a × b),32.1489,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,11.34,(a × 2b),64.2978,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,3.78,(a × 2/3 b),64.2978,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,17.009999999999998,(a × 3b),96.44669999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,8.504999999999999,(a × 3/2 b),96.44669999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,4.2524999999999995,(a × 3/4 b),96.44669999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,3.4019999999999997,(a × 3/5 b),96.44669999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,22.68,(a × 4b),128.5956,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,7.56,(a × 4/3 b),128.5956,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,4.536,(a × 4/5 b),128.5956,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,28.35,(a × 5b),160.74450000000002,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,14.175,(a × 5/2 b),160.74450000000002,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,9.450000000000001,(a × 5/3 b),160.74450000000002,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.67,7.0875,(a × 5/4 b),160.74450000000002,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
11.34,5.67,(2a × b),64.2978,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.78,5.67,(2/3 a × b),64.2978,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
11.34,11.34,(2a × 2b),128.5956,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
11.34,3.78,(2a × 2/3 b),128.5956,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.78,11.34,(2/3 a × 2b),128.5956,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.78,3.78,(2/3 a × 2/3 b),128.5956,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
11.34,17.009999999999998,(2a × 3b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
11.34,8.504999999999999,(2a × 3/2 b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
11.34,4.2524999999999995,(2a × 3/4 b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
11.34,3.4019999999999997,(2a × 3/5 b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.78,17.009999999999998,(2/3 a × 3b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.78,8.504999999999999,(2/3 a × 3/2 b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.78,4.2524999999999995,(2/3 a × 3/4 b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.78,3.4019999999999997,(2/3 a × 3/5 b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
17.009999999999998,5.67,(3a × b),96.44669999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.504999999999999,5.67,(3/2 a × b),96.44669999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.2524999999999995,5.67,(3/4 a × b),96.44669999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.4019999999999997,5.67,(3/5 a × b),96.44669999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
17.009999999999998,11.34,(3a × 2b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
17.009999999999998,3.78,(3a × 2/3 b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.504999999999999,11.34,(3/2 a × 2b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.504999999999999,3.78,(3/2 a × 2/3 b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.2524999999999995,11.34,(3/4 a × 2b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.2524999999999995,3.78,(3/4 a × 2/3 b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.4019999999999997,11.34,(3/5 a × 2b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.4019999999999997,3.78,(3/5 a × 2/3 b),192.89339999999999,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
22.68,5.67,(4a × b),128.5956,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
7.56,5.67,(4/3 a × b),128.5956,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.536,5.67,(4/5 a × b),128.5956,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
28.35,5.67,(5a × b),160.74450000000002,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
14.175,5.67,(5/2 a × b),160.74450000000002,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
9.450000000000001,5.67,(5/3 a × b),160.74450000000002,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
7.0875,5.67,(5/4 a × b),160.74450000000002,0.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.01859089865545,8.01859089865545,(√2a × √2b),64.2978,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.01859089865545,4.009295449327725,(√2a × √2/2 b),64.2978,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.009295449327725,8.01859089865545,(√2/2 a × √2b),64.2978,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.009295449327725,4.009295449327725,(√2/2 a × √2/2 b),64.2978,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.01859089865545,16.0371817973109,(√2a × 2√2b),128.5956,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.01859089865545,5.3457272657703,(√2a × 2√2/3 b),128.5956,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.01859089865545,3.20743635946218,(√2a × 2√2/5 b),128.5956,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.009295449327725,16.0371817973109,(√2/2 a × 2√2b),128.5956,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.009295449327725,5.3457272657703,(√2/2 a × 2√2/3 b),128.5956,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.009295449327725,3.20743635946218,(√2/2 a × 2√2/5 b),128.5956,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.01859089865545,24.05577269596635,(√2a × 3√2b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.01859089865545,12.027886347983175,(√2a × 3√2/2 b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.01859089865545,6.013943173991588,(√2a × 3√2/4 b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.01859089865545,4.81115453919327,(√2a × 3√2/5 b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.009295449327725,24.05577269596635,(√2/2 a × 3√2b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.009295449327725,12.027886347983175,(√2/2 a × 3√2/2 b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.009295449327725,6.013943173991588,(√2/2 a × 3√2/4 b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.009295449327725,4.81115453919327,(√2/2 a × 3√2/5 b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
16.0371817973109,8.01859089865545,(2√2a × √2b),128.5956,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
16.0371817973109,4.009295449327725,(2√2a × √2/2 b),128.5956,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.3457272657703,8.01859089865545,(2√2/3 a × √2b),128.5956,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
5.3457272657703,4.009295449327725,(2√2/3 a × √2/2 b),128.5956,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.20743635946218,8.01859089865545,(2√2/5 a × √2b),128.5956,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.20743635946218,4.009295449327725,(2√2/5 a × √2/2 b),128.5956,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
24.05577269596635,8.01859089865545,(3√2a × √2b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
24.05577269596635,4.009295449327725,(3√2a × √2/2 b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
12.027886347983175,8.01859089865545,(3√2/2 a × √2b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
12.027886347983175,4.009295449327725,(3√2/2 a × √2/2 b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
6.013943173991588,8.01859089865545,(3√2/4 a × √2b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
6.013943173991588,4.009295449327725,(3√2/4 a × √2/2 b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.81115453919327,8.01859089865545,(3√2/5 a × √2b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.81115453919327,4.009295449327725,(3√2/5 a × √2/2 b),192.89339999999999,45.0º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
12.678505432423808,12.678505432423808,(√5a × √5b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
12.678505432423808,6.339252716211904,(√5a × √5/2 b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
12.678505432423808,4.2261684774746024,(√5a × √5/3 b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
12.678505432423808,3.169626358105952,(√5a × √5/4 b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
6.339252716211904,12.678505432423808,(√5/2 a × √5b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
6.339252716211904,6.339252716211904,(√5/2 a × √5/2 b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
6.339252716211904,4.2261684774746024,(√5/2 a × √5/3 b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
6.339252716211904,3.169626358105952,(√5/2 a × √5/4 b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.2261684774746024,12.678505432423808,(√5/3 a × √5b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.2261684774746024,6.339252716211904,(√5/3 a × √5/2 b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.2261684774746024,4.2261684774746024,(√5/3 a × √5/3 b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
4.2261684774746024,3.169626358105952,(√5/3 a × √5/4 b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.169626358105952,12.678505432423808,(√5/4 a × √5b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.169626358105952,6.339252716211904,(√5/4 a × √5/2 b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.169626358105952,4.2261684774746024,(√5/4 a × √5/3 b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
3.169626358105952,3.169626358105952,(√5/4 a × √5/4 b),160.7445,26.6º,ZnSe (100),0.4713220007337658,1.0,0.0,"rgb(120.19, 255.00, 0.00)"
8.01859089865545,13.888606841580621,(a × b),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
13.888606841580621,8.01859089865545,(b × a),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
8.01859089865545,6.944303420790311,(a × b/2),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
6.944303420790311,8.01859089865545,(b/2 × a),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
8.01859089865545,4.629535613860207,(a × b/3),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
4.629535613860207,8.01859089865545,(b/3 × a),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
8.01859089865545,3.4721517103951554,(a × b/4),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
3.4721517103951554,8.01859089865545,(b/4 × a),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
4.009295449327725,13.888606841580621,(a/2 × b),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
13.888606841580621,4.009295449327725,(b × a/2),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
4.009295449327725,6.944303420790311,(a/2 × b/2),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
6.944303420790311,4.009295449327725,(b/2 × a/2),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
4.009295449327725,4.629535613860207,(a/2 × b/3),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
4.629535613860207,4.009295449327725,(b/3 × a/2),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
4.009295449327725,3.4721517103951554,(a/2 × b/4),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
3.4721517103951554,4.009295449327725,(b/4 × a/2),111.3670564149022,0º,ZnSe (111),0.4018366371307548,1.0,0.0,"rgb(102.47, 255.00, 0.00)"
5.67,8.01859089865545,(a × b),45.4654103953764,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
8.01859089865545,5.67,(b × a),45.4654103953764,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.67,4.009295449327725,(a × b/2),45.4654103953764,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
4.009295449327725,5.67,(b/2 × a),45.4654103953764,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.67,16.0371817973109,(a × 2b),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
16.0371817973109,5.67,(2b × a),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.67,5.3457272657703,(a × 2/3 b),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.3457272657703,5.67,(2/3 b × a),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.67,3.20743635946218,(a × 2/5 b),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
3.20743635946218,5.67,(2/5 b × a),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.67,24.05577269596635,(a × 3b),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
24.05577269596635,5.67,(3b × a),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.67,12.027886347983175,(a × 3/2 b),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
12.027886347983175,5.67,(3/2 b × a),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.67,6.013943173991588,(a × 3/4 b),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
6.013943173991588,5.67,(3/4 b × a),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.67,4.81115453919327,(a × 3/5 b),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
4.81115453919327,5.67,(3/5 b × a),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.67,32.0743635946218,(a × 4b),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
32.0743635946218,5.67,(4b × a),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.67,10.6914545315406,(a × 4/3 b),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
10.6914545315406,5.67,(4/3 b × a),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.67,6.41487271892436,(a × 4/5 b),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
6.41487271892436,5.67,(4/5 b × a),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
11.34,8.01859089865545,(2a × b),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
8.01859089865545,11.34,(b × 2a),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
11.34,4.009295449327725,(2a × b/2),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
4.009295449327725,11.34,(b/2 × 2a),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
3.78,8.01859089865545,(2/3 a × b),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
8.01859089865545,3.78,(b × 2/3 a),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
3.78,4.009295449327725,(2/3 a × b/2),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
4.009295449327725,3.78,(b/2 × 2/3 a),90.9308207907528,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
11.34,16.0371817973109,(2a × 2b),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
16.0371817973109,11.34,(2b × 2a),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
11.34,5.3457272657703,(2a × 2/3 b),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.3457272657703,11.34,(2/3 b × 2a),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
11.34,3.20743635946218,(2a × 2/5 b),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
3.20743635946218,11.34,(2/5 b × 2a),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
3.78,16.0371817973109,(2/3 a × 2b),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
16.0371817973109,3.78,(2b × 2/3 a),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
3.78,5.3457272657703,(2/3 a × 2/3 b),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
5.3457272657703,3.78,(2/3 b × 2/3 a),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
3.78,3.20743635946218,(2/3 a × 2/5 b),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
3.20743635946218,3.78,(2/5 b × 2/3 a),181.8616415815056,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
17.009999999999998,8.01859089865545,(3a × b),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
8.01859089865545,17.009999999999998,(b × 3a),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
17.009999999999998,4.009295449327725,(3a × b/2),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
4.009295449327725,17.009999999999998,(b/2 × 3a),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
8.504999999999999,8.01859089865545,(3/2 a × b),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
8.01859089865545,8.504999999999999,(b × 3/2 a),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
8.504999999999999,4.009295449327725,(3/2 a × b/2),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
4.009295449327725,8.504999999999999,(b/2 × 3/2 a),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
4.2524999999999995,8.01859089865545,(3/4 a × b),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
8.01859089865545,4.2524999999999995,(b × 3/4 a),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
4.2524999999999995,4.009295449327725,(3/4 a × b/2),136.3962311861292,0º,ZnSe (110),0.3323512735277442,1.0,0.0,"rgb(84.75, 255.00, 0.00)"
