a,b,dimensions,mcia,angle,substrate,R,G,B,color_column
5.473006486383879,3.1598417681903004,(a × b/3),51.88150347975665,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.1598417681903004,5.473006486383879,(b/3 × a),51.88150347975665,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
5.473006486383879,18.9590506091418,(a × 2b),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
18.9590506091418,5.473006486383879,(2b × a),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
5.473006486383879,6.319683536380601,(a × 2/3 b),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
6.319683536380601,5.473006486383879,(2/3 b × a),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
5.473006486383879,3.79181012182836,(a × 2/5 b),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.79181012182836,5.473006486383879,(2/5 b × a),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
5.473006486383879,28.438575913712704,(a × 3b),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
28.438575913712704,5.473006486383879,(3b × a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
5.473006486383879,14.219287956856352,(a × 3/2 b),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
14.219287956856352,5.473006486383879,(3/2 b × a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
5.473006486383879,7.109643978428176,(a × 3/4 b),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
7.109643978428176,5.473006486383879,(3/4 b × a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
5.473006486383879,5.687715182742541,(a × 3/5 b),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
5.687715182742541,5.473006486383879,(3/5 b × a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
10.946012972767758,9.4795253045709,(2a × b),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
9.4795253045709,10.946012972767758,(b × 2a),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
10.946012972767758,4.73976265228545,(2a × b/2),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
4.73976265228545,10.946012972767758,(b/2 × 2a),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
10.946012972767758,3.1598417681903004,(2a × b/3),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.1598417681903004,10.946012972767758,(b/3 × 2a),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.648670990922586,9.4795253045709,(2/3 a × b),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
9.4795253045709,3.648670990922586,(b × 2/3 a),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.648670990922586,4.73976265228545,(2/3 a × b/2),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
4.73976265228545,3.648670990922586,(b/2 × 2/3 a),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.648670990922586,3.1598417681903004,(2/3 a × b/3),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.1598417681903004,3.648670990922586,(b/3 × 2/3 a),103.7630069595133,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
16.419019459151635,9.4795253045709,(3a × b),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
9.4795253045709,16.419019459151635,(b × 3a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
16.419019459151635,4.73976265228545,(3a × b/2),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
4.73976265228545,16.419019459151635,(b/2 × 3a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
16.419019459151635,3.1598417681903004,(3a × b/3),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.1598417681903004,16.419019459151635,(b/3 × 3a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
8.209509729575817,9.4795253045709,(3/2 a × b),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
9.4795253045709,8.209509729575817,(b × 3/2 a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
8.209509729575817,4.73976265228545,(3/2 a × b/2),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
4.73976265228545,8.209509729575817,(b/2 × 3/2 a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
8.209509729575817,3.1598417681903004,(3/2 a × b/3),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.1598417681903004,8.209509729575817,(b/3 × 3/2 a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
4.104754864787909,9.4795253045709,(3/4 a × b),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
9.4795253045709,4.104754864787909,(b × 3/4 a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
4.104754864787909,4.73976265228545,(3/4 a × b/2),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
4.73976265228545,4.104754864787909,(b/2 × 3/4 a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
4.104754864787909,3.1598417681903004,(3/4 a × b/3),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.1598417681903004,4.104754864787909,(b/3 × 3/4 a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.2838038918303267,9.4795253045709,(3/5 a × b),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
9.4795253045709,3.2838038918303267,(b × 3/5 a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.2838038918303267,4.73976265228545,(3/5 a × b/2),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
4.73976265228545,3.2838038918303267,(b/2 × 3/5 a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.2838038918303267,3.1598417681903004,(3/5 a × b/3),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
3.1598417681903004,3.2838038918303267,(b/3 × 3/5 a),155.64451043926994,0º,LSAT (111),0.0,0.8036791805174157,1.0,"rgb(0.00, 204.94, 255.00)"
8.09,8.09,(a × b),65.4481,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
8.09,4.045,(a × b/2),65.4481,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
4.045,8.09,(a/2 × b),65.4481,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
4.045,4.045,(a/2 × b/2),65.4481,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
8.09,16.18,(a × 2b),130.8962,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
8.09,5.3933333333333335,(a × 2/3 b),130.8962,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
8.09,3.2359999999999998,(a × 2/5 b),130.8962,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
4.045,16.18,(a/2 × 2b),130.8962,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
4.045,5.3933333333333335,(a/2 × 2/3 b),130.8962,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
4.045,3.2359999999999998,(a/2 × 2/5 b),130.8962,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
8.09,24.27,(a × 3b),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
8.09,12.135,(a × 3/2 b),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
8.09,6.0675,(a × 3/4 b),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
8.09,4.854,(a × 3/5 b),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
4.045,24.27,(a/2 × 3b),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
4.045,12.135,(a/2 × 3/2 b),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
4.045,6.0675,(a/2 × 3/4 b),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
4.045,4.854,(a/2 × 3/5 b),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
16.18,8.09,(2a × b),130.8962,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
16.18,4.045,(2a × b/2),130.8962,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
5.3933333333333335,8.09,(2/3 a × b),130.8962,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
5.3933333333333335,4.045,(2/3 a × b/2),130.8962,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
3.2359999999999998,8.09,(2/5 a × b),130.8962,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
3.2359999999999998,4.045,(2/5 a × b/2),130.8962,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
24.27,8.09,(3a × b),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
24.27,4.045,(3a × b/2),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
12.135,8.09,(3/2 a × b),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
12.135,4.045,(3/2 a × b/2),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
6.0675,8.09,(3/4 a × b),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
6.0675,4.045,(3/4 a × b/2),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
4.854,8.09,(3/5 a × b),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
4.854,4.045,(3/5 a × b/2),196.3443,0.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
11.44098771959834,11.44098771959834,(√2a × √2b),130.8962,45.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
11.44098771959834,5.72049385979917,(√2a × √2/2 b),130.8962,45.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
11.44098771959834,3.8136625731994465,(√2a × √2/3 b),130.8962,45.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
5.72049385979917,11.44098771959834,(√2/2 a × √2b),130.8962,45.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
5.72049385979917,5.72049385979917,(√2/2 a × √2/2 b),130.8962,45.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
5.72049385979917,3.8136625731994465,(√2/2 a × √2/3 b),130.8962,45.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
3.8136625731994465,11.44098771959834,(√2/3 a × √2b),130.8962,45.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
3.8136625731994465,5.72049385979917,(√2/3 a × √2/2 b),130.8962,45.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
3.8136625731994465,3.8136625731994465,(√2/3 a × √2/3 b),130.8962,45.0º,MgAl2O4 - Spinel (100),0.0,0.7341938169144051,1.0,"rgb(0.00, 187.22, 255.00)"
8.09,11.44098771959834,(a × b),92.55759065155057,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
11.44098771959834,8.09,(b × a),92.55759065155057,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
8.09,5.72049385979917,(a × b/2),92.55759065155057,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
5.72049385979917,8.09,(b/2 × a),92.55759065155057,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
8.09,3.8136625731994465,(a × b/3),92.55759065155057,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
3.8136625731994465,8.09,(b/3 × a),92.55759065155057,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
4.045,11.44098771959834,(a/2 × b),92.55759065155057,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
11.44098771959834,4.045,(b × a/2),92.55759065155057,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
4.045,5.72049385979917,(a/2 × b/2),92.55759065155057,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
5.72049385979917,4.045,(b/2 × a/2),92.55759065155057,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
4.045,3.8136625731994465,(a/2 × b/3),92.55759065155057,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
3.8136625731994465,4.045,(b/3 × a/2),92.55759065155057,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
8.09,22.88197543919668,(a × 2b),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
22.88197543919668,8.09,(2b × a),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
8.09,7.627325146398893,(a × 2/3 b),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
7.627325146398893,8.09,(2/3 b × a),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
8.09,4.576395087839336,(a × 2/5 b),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
4.576395087839336,8.09,(2/5 b × a),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
4.045,22.88197543919668,(a/2 × 2b),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
22.88197543919668,4.045,(2b × a/2),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
4.045,7.627325146398893,(a/2 × 2/3 b),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
7.627325146398893,4.045,(2/3 b × a/2),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
4.045,4.576395087839336,(a/2 × 2/5 b),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
4.576395087839336,4.045,(2/5 b × a/2),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
16.18,11.44098771959834,(2a × b),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
11.44098771959834,16.18,(b × 2a),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
16.18,5.72049385979917,(2a × b/2),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
5.72049385979917,16.18,(b/2 × 2a),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
16.18,3.8136625731994465,(2a × b/3),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
3.8136625731994465,16.18,(b/3 × 2a),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
5.3933333333333335,11.44098771959834,(2/3 a × b),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
11.44098771959834,5.3933333333333335,(b × 2/3 a),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
5.3933333333333335,5.72049385979917,(2/3 a × b/2),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
5.72049385979917,5.3933333333333335,(b/2 × 2/3 a),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
5.3933333333333335,3.8136625731994465,(2/3 a × b/3),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
3.8136625731994465,5.3933333333333335,(b/3 × 2/3 a),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
3.2359999999999998,11.44098771959834,(2/5 a × b),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
11.44098771959834,3.2359999999999998,(b × 2/5 a),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
3.2359999999999998,5.72049385979917,(2/5 a × b/2),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
5.72049385979917,3.2359999999999998,(b/2 × 2/5 a),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
3.2359999999999998,3.8136625731994465,(2/5 a × b/3),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
3.8136625731994465,3.2359999999999998,(b/3 × 2/5 a),185.11518130310114,0º,MgAl2O4 - Spinel (110),0.0,0.6647084533113945,1.0,"rgb(0.00, 169.50, 255.00)"
4.21,4.21,(a × b),17.7241,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
4.21,8.42,(a × 2b),35.4482,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
4.21,12.629999999999999,(a × 3b),53.17229999999999,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
4.21,6.3149999999999995,(a × 3/2 b),53.17229999999999,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
4.21,3.1574999999999998,(a × 3/4 b),53.17229999999999,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
4.21,16.84,(a × 4b),70.8964,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
4.21,5.613333333333333,(a × 4/3 b),70.8964,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
4.21,3.368,(a × 4/5 b),70.8964,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
4.21,21.05,(a × 5b),88.6205,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
4.21,10.525,(a × 5/2 b),88.6205,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
4.21,7.016666666666667,(a × 5/3 b),88.6205,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
4.21,5.2625,(a × 5/4 b),88.6205,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
8.42,4.21,(2a × b),35.4482,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
8.42,8.42,(2a × 2b),70.8964,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
8.42,12.629999999999999,(2a × 3b),106.34459999999999,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
8.42,6.3149999999999995,(2a × 3/2 b),106.34459999999999,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
8.42,3.1574999999999998,(2a × 3/4 b),106.34459999999999,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
8.42,16.84,(2a × 4b),141.7928,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
8.42,5.613333333333333,(2a × 4/3 b),141.7928,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
8.42,3.368,(2a × 4/5 b),141.7928,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
8.42,21.05,(2a × 5b),177.241,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
8.42,10.525,(2a × 5/2 b),177.241,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
8.42,7.016666666666667,(2a × 5/3 b),177.241,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
8.42,5.2625,(2a × 5/4 b),177.241,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
12.629999999999999,4.21,(3a × b),53.17229999999999,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
6.3149999999999995,4.21,(3/2 a × b),53.17229999999999,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
3.1574999999999998,4.21,(3/4 a × b),53.17229999999999,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
12.629999999999999,8.42,(3a × 2b),106.34459999999999,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
6.3149999999999995,8.42,(3/2 a × 2b),106.34459999999999,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
3.1574999999999998,8.42,(3/4 a × 2b),106.34459999999999,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
12.629999999999999,12.629999999999999,(3a × 3b),159.5169,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
12.629999999999999,6.3149999999999995,(3a × 3/2 b),159.5169,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
12.629999999999999,3.1574999999999998,(3a × 3/4 b),159.5169,0.0º,MgO (100),0.0,0.5488995139730435,1.0,"rgb(0.00, 139.97, 255.00)"
