0
Al2CoOs (110)
Al2CoRu (001)
Al2CoRu (110)
Al2Cu (001)
Al2Cu (110)
Al2CuIr (001)
Al2CuIr (010)
Al2CuIr (100)
Al2CuIr (011)
Al2CuIr (101)
Al2CuIr (110)
Al2FeCo (001)
Al2FeCo (110)
Al2FeIr (001)
Al2FeIr (110)
Al2FeNi (001)
Al2FeNi (100)
Al2FeNi (011)
Al2FeNi (110)
Al2FeO4 (001)
Al2FeO4 (110)
Al2Hg3Cl8 (001)
Al2Hg3Cl8 (100)
Al2Hg3Cl8 (1-10)
Al2HgS4 (001)
Al2HgS4 (100)
Al2HgS4 (011)
Al2HgS4 (110)
Al2HgSe4 (001)
Al2HgSe4 (100)
Al2HgSe4 (011)
Al2HgSe4 (110)
Al2HgTe4 (001)
Al2HgTe4 (100)
Al2HgTe4 (011)
Al2HgTe4 (110)
Al2IrOs (001)
Al2IrOs (110)
Al2IrRh (001)
Al2IrRh (110)
Al2IrRu (001)
Al2IrRu (110)
Al2NiO4 (001)
Al2NiO4 (010)
Al2NiO4 (100)
Al2NiO4 (011)
Al2NiO4 (101)
Al2NiO4 (110)
Al2NiOs (001)
Al2NiOs (110)
Al2NiRu (001)
Al2NiRu (110)
Al2Os (001)
Al2Os (100)
Al2Os (011)
Al2Os (110)
Al2OsRh (001)
Al2OsRh (110)
Al2Pb3F12 (001)
Al2Pb3F12 (100)
Al2Pb3F12 (1-10)
Al2PbO4 (001)
Al2PbO4 (010)
Al2PbO4 (100)
Al2PbO4 (011)
Al2PbO4 (101)
Al2PbO4 (110)
Al2PbS4 (001)
Al2PbS4 (010)
Al2PbS4 (100)
Al2PbS4 (011)
Al2PbS4 (101)
Al2PbS4 (110)
Al2PbSe4 (001)
Al2PbSe4 (010)
Al2PbSe4 (100)
Al2PbSe4 (011)
Al2PbSe4 (101)
Al2PbSe4 (110)
Al2PdRu (001)
Al2PdRu (110)
Al2Pt (001)
Al2Pt (110)
Al2Ru (001)
Al2Ru (010)
Al2Ru (100)
Al2Ru (011)
Al2Ru (101)
Al2Ru (110)
Al2RuPt (001)
Al2RuPt (110)
Al2RuRh (001)
Al2RuRh (110)
Al2S3 (001)
Al2S3 (100)
Al2S3 (110)
Al2S3 (1-10)
Al2Se3 (001)
Al2Se3 (100)
Al2Se3 (1-10)
Al2Te3 (001)
Al2Te3 (100)
Al2Te3 (1-10)
Al2Te5 (001)
Al2Te5 (100)
Al2Te5 (1-10)
Al2VCl8 (100)
Al2VNi9 (001)
Al2VNi9 (100)
Al2VNi9 (011)
Al2VNi9 (110)
Al2ZnO4 (001)
Al2ZnO4 (110)
Al2ZnS4 (001)
Al2ZnS4 (110)
Al2ZnSe4 (001)
Al2ZnSe4 (100)
Al2ZnSe4 (011)
Al2ZnSe4 (110)
Al2ZnTe4 (001)
Al2ZnTe4 (100)
Al2ZnTe4 (011)
Al2ZnTe4 (110)
Al3(BRu2)2 (001)
Al3(BRu2)2 (100)
Al3(BRu2)2 (011)
Al3(BRu2)2 (110)
Al3(Ni10B3)2 (001)
Al3(Ni10B3)2 (110)
Al37(Fe6Cu)2 (001)
Al37(Fe6Cu)2 (100)
Al3BC (11-20)
Al3BC (1-102)
Al3BC (1-100)
Al3BC3 (11-20)
Al3BC3 (1-102)
Al3Cr (001)
Al3Cr (100)
Al3Cr (011)
Al3Cr (110)
Al3Ga3Ni10 (001)
Al3Ga3Ni10 (100)
Al3Ga3Ni10 (110)
Al3Ga3Ni10 (1-10)
Al3Ir (11-20)
Al3Ir (1-102)
Al3Ir (1-100)
Al3Ir (0001)
Al3Mo (100)
Al3Ni (001)
Al3Ni (010)
Al3Ni (100)
Al3Ni (011)
Al3Ni (101)
Al3Ni (110)
Al3Ni5 (001)
Al3Ni5 (010)
Al3Ni5 (100)
Al3Ni5 (011)
Al3Ni5 (101)
Al3Ni5 (110)
Al3Pd5 (001)
Al3Pd5 (010)
Al3Pd5 (100)
Al3Pd5 (011)
Al3Pd5 (101)
Al3Pd5 (110)
Al3Pt5 (001)
Al3Pt5 (010)
Al3Pt5 (100)
Al3Pt5 (011)
Al3Pt5 (101)
Al3Pt5 (110)
Al3Ru2 (001)
Al3Ru2 (100)
Al3Ru2 (011)
Al3Ru2 (110)
Al3V (001)
Al3V (100)
Al3V (011)
Al3V (110)
Al45Cr7 (100)
Al4B2O9 (001)
Al4B2O9 (100)
Al4Bi2O9 (001)
Al4Bi2O9 (010)
Al4Bi2O9 (100)
Al4Bi2O9 (011)
Al4Bi2O9 (101)
Al4Bi2O9 (110)
Al4CO4 (001)
Al4CO4 (010)
Al4CO4 (100)
Al4CO4 (011)
Al4CO4 (101)
Al4CO4 (110)
Al4Cu9 (001)
Al4Cu9 (110)
Al4Ni3 (001)
Al4Ni3 (110)
Al5BO9 (001)
Al5BO9 (010)
Al5BO9 (100)
Al5BO9 (101)
Al5Co2 (11-20)
Al5Co2 (1-102)
Al5Co2 (1-100)
Al5Co2 (0001)
Al5CuS8 (001)
Al5CuS8 (110)
Al5Mo (11-20)
Al5Mo (1-102)
Al5Mo (1-100)
Al5Mo (0001)
Al5Rh2 (11-20)
Al5Rh2 (1-102)
Al5Rh2 (1-100)
Al5Rh2 (0001)
Al5W (11-20)
Al5W (1-102)
Al5W (1-100)
Al5W (0001)
Al6Ru (001)
Al6Ru (010)
Al6Ru (100)
Al6Ru (011)
Al6Ru (101)
Al6Ru (110)
Al7(TlS4)3 (001)
Al7(TlS4)3 (100)
Al7(TlS4)3 (1-10)
Al7FeCu2 (001)
Al7FeCu2 (100)
Al7FeCu2 (011)
Al7FeCu2 (110)
Al8(Pb3O7)3 (001)
Al8Mo3 (001)
Al8Mo3 (100)
Al8Mo3 (110)
Al8Mo3 (1-10)
Al9Co2 (001)
Al9Co2 (100)
Al9Co2 (110)
Al9Co2 (1-10)
Al9Ir2 (001)
Al9Ir2 (100)
Al9Ir2 (110)
Al9Ir2 (1-10)
Al9Rh2 (001)
Al9Rh2 (100)
Al9Rh2 (110)
Al9Rh2 (1-10)
AlAgO2 (11-20)
AlAgO2 (1-102)
AlAgO2 (1-100)
AlAgS2 (001)
AlAgS2 (100)
AlAgS2 (011)
AlAgS2 (110)
AlAgSe2 (001)
AlAgSe2 (100)
AlAgSe2 (011)
AlAgSe2 (110)
AlAgTe2 (001)
AlAgTe2 (100)
AlAgTe2 (011)
AlAgTe2 (110)
AlAs (001)
AlAs (110)
AlAsPt5 (001)
AlAsPt5 (100)
AlAsPt5 (011)
AlAsPt5 (110)
AlAu (001)
AlAu (100)
AlAu (110)
AlAu (1-10)
AlAu2 (001)
AlAu2 (010)
AlAu2 (100)
AlAu2 (011)
AlAu2 (101)
AlAu2 (110)
AlAu4 (001)
AlAu4 (110)
AlBMo (001)
AlBMo (010)
AlBMo (100)
AlBMo (011)
AlBMo (101)
AlBMo (110)
AlBW (001)
AlBW (010)
AlBW (100)
AlBW (011)
AlBW (101)
AlBW (110)
AlBiCl6 (001)
AlBiCl6 (100)
AlBiCl6 (1-10)
AlBr3 (001)
AlBr3 (100)
AlBr3 (110)
AlBr3 (1-10)
AlCl3 (001)
AlCl3 (100)
AlCl3 (110)
AlCl3 (1-10)
AlClO (001)
AlClO (010)
AlClO (100)
AlClO (011)
AlClO (101)
AlClO (110)
AlCo (001)
AlCo (110)
AlCr2C (11-20)
AlCr2C (1-102)
AlCr2C (1-100)
AlCr3B4 (001)
AlCr3B4 (010)
AlCr3B4 (100)
AlCr3B4 (011)
AlCr3B4 (101)
AlCr3B4 (110)
AlCrRu2 (001)
AlCrRu2 (110)
AlCu (001)
AlCu (100)
AlCu (110)
AlCu (1-10)
AlCu3 (001)
AlCu3 (010)
AlCu3 (100)
AlCu3 (011)
AlCu3 (101)
AlCu3 (110)
AlCuAu2 (001)
AlCuAu2 (110)
AlCuBr4 (001)
AlCuBr4 (100)
AlCuBr4 (011)
AlCuBr4 (110)
AlCuCl4 (001)
AlCuCl4 (100)
AlCuCl4 (011)
AlCuCl4 (110)
AlCuO2 (11-20)
AlCuO2 (1-102)
AlCuO2 (1-100)
AlCuPd2 (001)
AlCuPd2 (110)
AlCuPt2 (001)
AlCuPt2 (100)
AlCuPt2 (011)
AlCuPt2 (110)
AlCuS2 (001)
AlCuS2 (100)
AlCuS2 (011)
AlCuS2 (110)
AlCuSe2 (001)
AlCuSe2 (100)
AlCuSe2 (011)
AlCuSe2 (110)
AlCuTe2 (001)
AlCuTe2 (100)
AlCuTe2 (011)
AlCuTe2 (110)
AlFe (001)
AlFe (110)
AlFe2Si (001)
AlFe2Si (110)
AlFe2W (001)
AlFe2W (110)
AlFe3 (001)
AlFe3 (110)
AlFe3C (001)
AlFe3C (110)
AlFe3H (001)
AlFe3H (110)
AlFeCo2 (001)
AlFeCo2 (110)
